epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,1333.49,1.88116,1.53781,1.24508,0.75937,0.61538,0.75222,0.36891,2.09779,1.43684,1.6855,0.0015875,0.0015875,0.0015875
52,1353.43,1.8175,1.46401,1.26718,0.89789,0.67769,0.74629,0.36909,2.14814,1.45428,1.52314,0.00157925,0.00157925,0.00157925
53,1377.45,1.70911,1.48106,1.22337,0.9887,0.84615,0.85165,0.3964,2.28763,1.31431,1.76532,0.001571,0.001571,0.001571
54,1397.76,1.74905,1.44307,1.20822,0.90708,0.7522,0.76656,0.30389,2.39879,1.56952,1.67511,0.00156275,0.00156275,0.00156275
55,1417.86,1.81269,1.45278,1.21671,0.98723,0.61538,0.74184,0.35866,2.1695,1.45675,1.44076,0.0015545,0.0015545,0.0015545
56,1437.98,1.7306,1.37656,1.18623,0.96601,0.76923,0.80666,0.40649,2.07953,1.29769,1.48175,0.00154625,0.00154625,0.00154625
57,1458.49,1.76603,1.52055,1.23425,0.88284,0.76923,0.83859,0.43582,1.93046,1.36081,1.3886,0.001538,0.001538,0.001538
58,1478.65,1.67795,1.42023,1.22685,0.90989,0.77738,0.85023,0.39945,2.15242,1.3017,1.52646,0.00152975,0.00152975,0.00152975
59,1500.38,1.80016,1.41246,1.16315,0.96407,0.76923,0.85377,0.40012,2.22696,1.30373,1.7131,0.0015215,0.0015215,0.0015215
60,1523.46,1.76364,1.46699,1.21832,0.89706,0.76923,0.84173,0.39785,2.39927,1.36011,1.76585,0.00151325,0.00151325,0.00151325
61,1546.03,1.7229,1.40323,1.16407,0.94531,0.84615,0.86171,0.3608,2.41494,1.51449,1.55979,0.001505,0.001505,0.001505
62,1567.21,1.76686,1.43732,1.21423,0.86363,0.76923,0.82838,0.5077,1.85387,1.42712,1.52138,0.00149675,0.00149675,0.00149675
63,1589.82,1.70601,1.31735,1.20138,0.84503,0.84615,0.87831,0.40115,2.19031,1.40705,1.37113,0.0014885,0.0014885,0.0014885
64,1609.7,1.71565,1.27627,1.12675,0.72176,0.61538,0.5454,0.1991,2.919,1.7015,1.55416,0.00148025,0.00148025,0.00148025
65,1629.8,1.76457,1.42332,1.195,0.85137,0.69231,0.83932,0.42383,2.11521,1.33475,1.52672,0.001472,0.001472,0.001472
66,1653.18,1.71503,1.38985,1.14337,0.81571,0.68183,0.72643,0.28911,2.43099,1.62599,1.85357,0.00146375,0.00146375,0.00146375
67,1672.23,1.61546,1.32105,1.13124,0.86636,0.76923,0.78803,0.31363,2.43461,1.46481,1.69501,0.0014555,0.0014555,0.0014555
68,1692.01,1.66333,1.43181,1.14225,0.78975,0.69231,0.70798,0.28972,2.42452,1.58758,1.7937,0.00144725,0.00144725,0.00144725
69,1712.99,1.70102,1.34346,1.24052,0.82672,0.73566,0.73177,0.33547,2.26792,1.36125,1.69705,0.001439,0.001439,0.001439
70,1733.36,1.69098,1.35918,1.15529,0.99182,0.84615,0.84909,0.382,2.32017,1.21022,1.53137,0.00143075,0.00143075,0.00143075
71,1757.31,1.61292,1.35245,1.12916,0.84363,0.83102,0.85086,0.35946,2.22517,1.35308,1.57947,0.0014225,0.0014225,0.0014225
72,1783,1.59889,1.26943,1.16445,0.90507,0.84615,0.84874,0.43195,2.20031,1.37732,1.89429,0.00141425,0.00141425,0.00141425
73,1803.89,1.56959,1.29217,1.20799,0.88429,0.76923,0.81338,0.44404,1.96916,1.45213,1.65046,0.001406,0.001406,0.001406
74,1824.71,1.60611,1.28958,1.16428,0.97328,0.76923,0.89287,0.45551,1.94031,1.17612,1.27618,0.00139775,0.00139775,0.00139775
75,1847.92,1.67216,1.32949,1.1613,0.9754,0.76923,0.88365,0.41319,2.11165,1.22422,1.27296,0.0013895,0.0013895,0.0013895
76,1865.74,1.76947,1.51969,1.14934,0.98245,0.84615,0.86616,0.38578,2.50397,1.35652,1.79968,0.00138125,0.00138125,0.00138125
77,1887.66,1.59652,1.34861,1.17906,1,0.76528,0.78095,0.37318,2.31971,1.82289,1.59275,0.001373,0.001373,0.001373
78,1907.19,1.62835,1.24106,1.11448,1,0.76733,0.8538,0.22371,2.98929,1.57311,1.89397,0.00136475,0.00136475,0.00136475
79,1928.64,1.55431,1.24892,1.06307,0.79845,0.69231,0.75767,0.34432,2.24941,1.4609,1.3919,0.0013565,0.0013565,0.0013565
80,1949.8,1.56791,1.19934,1.07526,0.88737,0.76923,0.83774,0.43493,1.81266,1.19883,1.21401,0.00134825,0.00134825,0.00134825
81,1972.9,1.53274,1.21855,1.13043,0.84082,0.84615,0.88049,0.42821,1.96513,1.52356,1.29985,0.00134,0.00134,0.00134
82,1996.16,1.66896,1.33635,1.10147,0.95756,0.76923,0.90839,0.36876,2.25654,1.4081,1.2616,0.00133175,0.00133175,0.00133175
83,2017.77,1.52416,1.28249,1.12756,0.90877,0.76648,0.80767,0.40801,2.0858,1.25784,1.39773,0.0013235,0.0013235,0.0013235
84,2039.84,1.52164,1.22486,1.1013,0.90796,0.75966,0.82424,0.29624,2.77333,1.45111,1.85312,0.00131525,0.00131525,0.00131525
85,2060.33,1.56455,1.18123,1.14202,0.88509,0.69231,0.80935,0.4628,2.13521,1.47056,1.55673,0.001307,0.001307,0.001307
86,2083.05,1.55692,1.21281,1.09181,0.89098,0.76923,0.86864,0.47177,1.98709,1.26138,1.3909,0.00129875,0.00129875,0.00129875
87,2104.32,1.51175,1.20522,1.14392,0.88464,0.61538,0.77747,0.39952,2.27413,1.4544,1.58033,0.0012905,0.0012905,0.0012905
88,2123.38,1.44789,1.17961,1.05957,0.89987,0.69141,0.76862,0.43457,2.10354,1.50364,1.78941,0.00128225,0.00128225,0.00128225
89,2146.55,1.48443,1.21662,1.07956,0.90538,0.76923,0.8252,0.48017,2.11105,1.45581,1.87013,0.001274,0.001274,0.001274
90,2165.63,1.52163,1.25894,1.06788,0.90743,0.75516,0.76614,0.4328,2.16591,1.32057,1.89715,0.00126575,0.00126575,0.00126575
91,2184.65,1.40293,1.12288,1.01275,1,0.75932,0.77934,0.49361,1.96923,1.28893,1.64194,0.0012575,0.0012575,0.0012575
92,2204.25,1.43267,1.07585,1.09465,1,0.75948,0.81977,0.48845,2.10218,1.69017,1.54555,0.00124925,0.00124925,0.00124925
93,2226.26,1.4737,1.13718,1.08885,0.87996,0.69231,0.77523,0.38968,2.28757,1.35247,1.74413,0.001241,0.001241,0.001241
94,2251.38,1.42831,1.11015,1.01967,0.90314,0.76923,0.8814,0.46404,2.20365,1.1879,1.61234,0.00123275,0.00123275,0.00123275
95,2271.78,1.51963,1.18755,1.0817,0.89869,0.76923,0.79702,0.45016,1.95808,1.27159,1.58036,0.0012245,0.0012245,0.0012245
96,2292.22,1.48732,1.18916,1.06891,0.90878,0.76659,0.85712,0.42061,2.24763,1.26674,1.56361,0.00121625,0.00121625,0.00121625
97,2316.37,1.57361,1.10876,1.04734,0.76065,0.84615,0.81606,0.4874,2.02909,1.4335,1.60329,0.001208,0.001208,0.001208
98,2337.3,1.41961,1.0117,1.01318,0.88893,0.76923,0.80066,0.47069,2.2604,1.27748,1.545,0.00119975,0.00119975,0.00119975
99,2358.53,1.48185,1.13827,1.03869,0.89526,0.76923,0.82434,0.4917,2.24608,1.31862,1.89648,0.0011915,0.0011915,0.0011915
100,2378.02,1.45105,1.08565,1.04581,0.78128,0.92308,0.8605,0.45528,1.9458,1.13596,1.74311,0.00118325,0.00118325,0.00118325
101,2401.2,1.39082,1.06683,1.03998,0.72861,0.76923,0.77089,0.43114,1.9801,1.35356,1.62192,0.001175,0.001175,0.001175
102,2420.71,1.42772,1.10724,1.08427,0.80773,0.97063,0.94771,0.49262,2.035,1.03745,1.32574,0.00116675,0.00116675,0.00116675
103,2443.05,1.29997,1.07989,1.05402,0.8408,0.81401,0.8498,0.41646,2.22787,1.1248,1.31162,0.0011585,0.0011585,0.0011585
104,2466.51,1.4015,1.13385,1.05308,1,0.74943,0.83172,0.49004,1.81289,1.14958,1.1879,0.00115025,0.00115025,0.00115025
105,2490.86,1.51922,1.08097,1.12056,0.94829,0.76923,0.83587,0.47354,2.07491,1.13234,1.39901,0.001142,0.001142,0.001142
106,2514.22,1.46208,1.14345,1.04379,0.87028,0.76923,0.82315,0.47458,1.76357,1.32505,1.34331,0.00113375,0.00113375,0.00113375
107,2539.55,1.35758,1.07227,1.04778,0.89036,0.84615,0.84143,0.37687,2.16607,1.20824,1.56282,0.0011255,0.0011255,0.0011255
108,2558.55,1.38885,1.10299,1.04778,0.89761,0.76923,0.76666,0.45527,2.09462,1.49303,1.67438,0.00111725,0.00111725,0.00111725
109,2579.18,1.34225,1.08897,1.11912,0.8215,0.76923,0.73566,0.44925,1.9343,1.40841,1.38037,0.001109,0.001109,0.001109
110,2600.98,1.35414,1.05054,1.09193,0.89942,0.68831,0.7931,0.46908,2.00428,1.55295,1.34073,0.00110075,0.00110075,0.00110075
111,2622.61,1.36589,1.0484,1.03522,0.87479,0.76923,0.76495,0.50027,2.02685,1.32794,1.71829,0.0010925,0.0010925,0.0010925
112,2643.51,1.37102,1.16581,1.05368,0.81036,0.76923,0.77558,0.48648,2.03879,1.37651,1.70898,0.00108425,0.00108425,0.00108425
113,2661.84,1.37753,1.06249,1.03497,0.81633,0.76923,0.75617,0.44723,1.85841,1.55372,1.58678,0.001076,0.001076,0.001076
114,2681.79,1.44673,1.01763,1.00387,0.8286,0.74521,0.73962,0.51356,1.6676,1.6132,1.27395,0.00106775,0.00106775,0.00106775
115,2702.5,1.34676,1.10351,0.98974,0.77286,0.69231,0.74712,0.48201,1.84582,1.72499,1.40579,0.0010595,0.0010595,0.0010595
116,2726.19,1.322,0.99989,0.97472,0.65644,0.76923,0.67408,0.41682,1.8926,1.53253,1.56936,0.00105125,0.00105125,0.00105125
117,2748.29,1.2611,1.02465,1.01959,0.94802,0.76923,0.83531,0.52682,1.85739,1.21151,1.47734,0.001043,0.001043,0.001043
118,2769.98,1.37385,1.01602,1.01303,0.91767,0.76923,0.80814,0.47656,2.03277,1.39658,1.55491,0.00103475,0.00103475,0.00103475
119,2799.48,1.34736,1.1103,1.03542,0.95994,0.76923,0.7924,0.5378,1.79147,1.41858,1.43633,0.0010265,0.0010265,0.0010265
120,2824.05,1.31679,0.99593,0.9965,0.93857,0.76923,0.83795,0.47267,1.88293,1.15582,1.45391,0.00101825,0.00101825,0.00101825
121,2841.29,1.3201,1.03067,0.97223,0.79911,0.76923,0.81282,0.41527,2.03317,1.22623,1.535,0.00101,0.00101,0.00101
122,2867.33,1.37317,1.03348,0.96717,0.83609,0.69231,0.79376,0.47182,1.88197,1.32667,1.54332,0.00100175,0.00100175,0.00100175
123,2892.45,1.28262,0.94031,1.02255,0.89196,0.76923,0.77458,0.47322,2.10864,1.4478,1.88994,0.0009935,0.0009935,0.0009935
124,2916.97,1.41446,1.05449,0.97741,0.89898,0.76923,0.79321,0.41412,2.30646,1.31755,1.61126,0.00098525,0.00098525,0.00098525
125,2938.41,1.44455,1.06437,0.98908,0.7422,0.69231,0.77791,0.46944,2.03824,1.20417,1.63799,0.000977,0.000977,0.000977
126,2959.36,1.28383,0.9587,0.95884,0.80832,0.69231,0.75942,0.44389,2.07604,1.18384,1.68137,0.00096875,0.00096875,0.00096875
127,2976.72,1.3088,1.01862,0.98807,0.81708,0.84615,0.81177,0.43551,2.15458,1.1708,1.70799,0.0009605,0.0009605,0.0009605
128,2999.85,1.28571,0.97812,0.96693,0.90655,0.74774,0.837,0.51385,2.00471,1.06471,1.79146,0.00095225,0.00095225,0.00095225
129,3022.06,1.25622,0.94194,1.01282,0.88717,0.76923,0.78477,0.50027,1.87925,1.14219,1.68931,0.000944,0.000944,0.000944
130,3040.7,1.1885,0.94261,0.97545,0.9089,0.76761,0.78128,0.46937,1.72917,1.11208,1.19823,0.00093575,0.00093575,0.00093575
131,3062.39,1.24097,0.93934,0.98826,0.75272,0.76923,0.74318,0.51131,1.75532,1.27127,1.43487,0.0009275,0.0009275,0.0009275
132,3083.24,1.31611,0.96905,0.96742,0.88419,0.76923,0.79831,0.50168,1.88199,1.41324,1.72253,0.00091925,0.00091925,0.00091925
133,3106.84,1.33627,1.00995,1.03419,1,0.82997,0.87175,0.39062,2.35658,1.40236,1.6626,0.000911,0.000911,0.000911
134,3125.62,1.33686,0.97655,0.97654,0.89817,0.76923,0.83014,0.43667,2.16833,1.32381,1.61622,0.00090275,0.00090275,0.00090275
135,3146.43,1.34346,1.03815,0.99562,0.88116,0.76923,0.82056,0.5326,1.85947,1.26505,1.373,0.0008945,0.0008945,0.0008945
136,3174.67,1.35703,1.04192,0.97458,0.90699,0.75143,0.83103,0.46785,2.27689,1.2275,1.53619,0.00088625,0.00088625,0.00088625
137,3196.47,1.32717,0.97029,0.96287,0.76692,0.75999,0.75581,0.46414,1.93801,1.1872,1.62893,0.000878,0.000878,0.000878
138,3217.26,1.21234,0.91004,0.97942,0.86844,0.69231,0.81523,0.51614,1.98908,1.21055,1.41907,0.00086975,0.00086975,0.00086975
139,3235.8,1.38755,1.01421,0.99227,0.97509,0.92308,0.93782,0.50959,1.94694,0.97444,1.45911,0.0008615,0.0008615,0.0008615
140,3254.37,1.3039,0.95094,1.00573,0.97243,0.84615,0.87927,0.40089,2.21293,1.22665,1.37484,0.00085325,0.00085325,0.00085325
141,3273.76,1.27123,0.94111,0.98066,0.98412,0.84615,0.8582,0.43799,2.02688,1.2764,1.34512,0.000845,0.000845,0.000845
142,3294.8,1.25962,0.92752,0.94494,0.91748,0.69231,0.83204,0.4399,1.95378,1.31919,1.31746,0.00083675,0.00083675,0.00083675
143,3313.21,1.30681,0.97594,0.97899,0.70178,0.76923,0.77094,0.53065,1.61197,1.35672,1.37062,0.0008285,0.0008285,0.0008285
144,3332.95,1.21018,0.95052,0.99826,0.72953,0.83078,0.79851,0.41655,2.35028,1.35711,1.86636,0.00082025,0.00082025,0.00082025
145,3355.56,1.30377,0.93355,0.93212,0.88483,0.69231,0.79342,0.43988,2.03875,1.24986,1.71814,0.000812,0.000812,0.000812
146,3378.73,1.22036,0.92254,0.96031,0.83039,0.75431,0.74687,0.41501,2.04079,1.36692,1.62002,0.00080375,0.00080375,0.00080375
147,3397.33,1.22504,0.87921,0.94681,0.81238,0.76923,0.75936,0.46206,1.83874,1.2312,1.43249,0.0007955,0.0007955,0.0007955
148,3416.41,1.09316,0.86432,0.94223,0.87041,0.76923,0.83295,0.46443,1.92641,1.45359,1.40448,0.00078725,0.00078725,0.00078725
149,3434.43,1.25597,0.89882,0.99153,0.89911,0.76923,0.77704,0.52391,1.78845,1.45347,1.66072,0.000779,0.000779,0.000779
150,3456.83,1.18482,0.85119,0.94656,0.89386,0.76923,0.77163,0.53936,1.82852,1.24188,1.70168,0.00077075,0.00077075,0.00077075
151,3478.21,1.19776,0.90929,0.97261,0.87435,0.76923,0.77999,0.51838,1.89331,1.32227,1.76859,0.0007625,0.0007625,0.0007625
152,3495.03,1.15647,0.90131,0.97031,0.75662,0.76923,0.74566,0.47394,1.85773,1.28322,1.73961,0.00075425,0.00075425,0.00075425
153,3518.57,1.1992,0.85314,0.94485,0.666,0.76923,0.67295,0.46599,1.81021,1.37045,1.65512,0.000746,0.000746,0.000746
154,3537.84,1.15668,0.86947,0.95217,0.70337,0.76923,0.62111,0.4225,1.80667,1.44942,1.66482,0.00073775,0.00073775,0.00073775
155,3559.65,1.17912,0.90607,0.95457,0.73777,0.76923,0.7266,0.51661,1.67421,1.38755,1.59906,0.0007295,0.0007295,0.0007295
156,3584.16,1.21888,0.91232,0.95733,0.65155,0.76923,0.66938,0.39835,1.90499,1.67238,1.93226,0.00072125,0.00072125,0.00072125
157,3620.32,1.21293,0.90383,0.96907,0.82387,0.61538,0.72854,0.47738,1.84223,1.6706,1.7613,0.000713,0.000713,0.000713
158,3646.01,1.15262,0.89361,0.94901,0.81509,0.76923,0.8082,0.47581,1.94707,1.37256,1.54632,0.00070475,0.00070475,0.00070475
159,3668.35,1.2935,0.96424,0.97502,0.79757,0.91002,0.93648,0.43389,2.15596,1.33619,1.65726,0.0006965,0.0006965,0.0006965
160,3693.13,1.16546,0.89934,0.95871,0.79207,0.76923,0.81164,0.49395,2.04546,1.32661,1.82944,0.00068825,0.00068825,0.00068825
161,3716.54,1.12229,0.88501,0.93084,0.88714,0.76923,0.76853,0.48794,1.94699,1.30001,1.75974,0.00068,0.00068,0.00068
162,3737.97,1.15751,0.9376,0.907,0.78458,0.76923,0.76241,0.54764,1.7494,1.24241,1.6606,0.00067175,0.00067175,0.00067175
163,3758.48,1.20194,0.89321,0.95181,0.83117,0.75826,0.7444,0.53018,1.6825,1.44104,1.73387,0.0006635,0.0006635,0.0006635
164,3776.55,1.09818,0.8574,0.92348,0.78343,0.76923,0.74403,0.53771,1.5149,1.35319,1.31442,0.00065525,0.00065525,0.00065525
165,3796.63,1.17416,0.82897,0.92127,0.65316,0.76923,0.65811,0.44185,1.7332,1.44649,1.37813,0.000647,0.000647,0.000647
166,3815.98,1.19995,0.86107,0.93696,0.70404,0.76923,0.65545,0.44575,1.90559,1.62659,1.6917,0.00063875,0.00063875,0.00063875
167,3832.34,1.20438,0.8612,0.96572,0.75531,0.76923,0.72455,0.46916,1.9849,1.26376,1.67321,0.0006305,0.0006305,0.0006305
168,3850.02,1.14035,0.80082,0.95898,0.78992,0.76923,0.75211,0.56772,1.69305,1.12744,1.63869,0.00062225,0.00062225,0.00062225
169,3871.88,1.15509,0.85949,0.9263,0.81225,0.76923,0.8019,0.5697,1.89646,1.24738,1.69892,0.000614,0.000614,0.000614
170,3893.44,1.22593,0.93857,0.92843,0.89605,0.76923,0.83329,0.53221,1.95481,1.31782,1.8693,0.00060575,0.00060575,0.00060575
171,3911.83,1.23306,0.89461,0.92312,0.90656,0.7478,0.75764,0.54738,1.78898,1.35686,1.89832,0.0005975,0.0005975,0.0005975
172,3932.11,1.12849,0.85314,0.92943,0.81812,0.76923,0.78367,0.46188,2.03951,1.24286,1.82567,0.00058925,0.00058925,0.00058925
173,3961.92,1.07846,0.79045,0.92034,0.78394,0.76923,0.7251,0.51028,1.82697,1.2608,1.63475,0.000581,0.000581,0.000581
174,3982.85,1.17287,0.89067,0.98722,0.83226,0.76377,0.74573,0.49844,2.09228,1.2037,1.74269,0.00057275,0.00057275,0.00057275
175,4000.82,1.11609,0.79817,0.9203,0.76606,0.75656,0.71917,0.51182,1.83172,1.33973,1.71445,0.0005645,0.0005645,0.0005645
176,4022.99,1.06716,0.77442,0.90551,0.6617,0.76923,0.7068,0.50414,1.85308,1.2914,1.53781,0.00055625,0.00055625,0.00055625
177,4047.27,1.06814,0.8317,0.92079,0.66084,0.76923,0.72194,0.51561,1.91566,1.33335,1.53479,0.000548,0.000548,0.000548
178,4068.51,1.12461,0.79086,0.8883,0.73155,0.83894,0.78221,0.52063,1.91971,1.35009,1.49961,0.00053975,0.00053975,0.00053975
179,4092,1.09147,0.79002,0.93065,0.71514,0.69231,0.7271,0.48944,2.10128,1.34251,1.55565,0.0005315,0.0005315,0.0005315
180,4108.5,1.1479,0.78797,0.89362,0.69077,0.76923,0.71662,0.4939,1.68934,1.36055,1.55303,0.00052325,0.00052325,0.00052325
181,4125.2,1.11844,0.75018,0.89796,0.69264,0.76923,0.7218,0.50352,1.92413,1.38068,1.62018,0.000515,0.000515,0.000515
182,4147.6,1.08436,0.76457,0.92572,0.70613,0.76923,0.68556,0.50517,1.68058,1.27558,1.44247,0.00050675,0.00050675,0.00050675
183,4163.57,1.03739,0.78135,0.92437,0.61992,0.76923,0.7051,0.52943,1.75844,1.43025,1.52935,0.0004985,0.0004985,0.0004985
184,4183.7,1.11281,0.82619,0.91363,0.68913,0.76923,0.71655,0.54495,1.89993,1.2845,1.68264,0.00049025,0.00049025,0.00049025
185,4204.6,1.12234,0.82385,0.92655,0.7032,0.76923,0.73173,0.50649,1.93406,1.1836,1.66809,0.000482,0.000482,0.000482
186,4221.37,1.05628,0.77184,0.8909,0.70352,0.76923,0.74667,0.46222,2.01737,1.22016,1.61389,0.00047375,0.00047375,0.00047375
