epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,3174.62,0.79727,0.58511,0.82654,0.98698,0.78571,0.84047,0.70061,0.85718,0.73246,0.70458,0.0002081,0.0002081,0.0002081
183,3188.43,0.78741,0.57943,0.82884,0.98556,0.78571,0.86138,0.70428,0.78833,0.74716,0.71559,0.0001982,0.0001982,0.0001982
184,3200.98,0.93729,0.63304,0.81747,0.98751,0.78571,0.86783,0.72044,0.82511,0.74244,0.71039,0.0001883,0.0001883,0.0001883
185,3216.69,0.86515,0.59459,0.82256,0.98658,0.78571,0.88662,0.71859,0.89622,0.76876,0.71019,0.0001784,0.0001784,0.0001784
186,3233.75,0.86665,0.60395,0.82741,0.97934,0.78571,0.88084,0.72202,0.90098,0.83809,0.71082,0.0001685,0.0001685,0.0001685
187,3248.57,0.86097,0.60314,0.8116,0.97662,0.78571,0.87559,0.72981,0.88478,0.81442,0.71804,0.0001586,0.0001586,0.0001586
188,3265.35,0.83279,0.59046,0.82761,0.98339,0.78571,0.85061,0.68424,0.817,0.72705,0.71061,0.0001487,0.0001487,0.0001487
189,3286.22,0.80912,0.6052,0.82413,0.98355,0.78571,0.85752,0.69099,0.81949,0.73024,0.71422,0.0001388,0.0001388,0.0001388
190,3302.2,0.83854,0.57078,0.82795,1,0.77825,0.84943,0.68981,0.86296,0.72145,0.71991,0.0001289,0.0001289,0.0001289
191,3329.67,1.04068,0.64515,0.78367,0.90253,0.78571,0.84231,0.6741,0.87898,0.73705,0.72992,0.000119,0.000119,0.000119
192,3355.47,0.93944,0.62498,0.77926,0.90857,0.78571,0.82397,0.70447,0.77591,0.69744,0.72297,0.0001091,0.0001091,0.0001091
193,3375.38,1.01498,0.59654,0.7839,0.91035,0.78571,0.81396,0.7318,0.75575,0.70478,0.71486,9.92e-05,9.92e-05,9.92e-05
194,3389.33,0.99174,0.59343,0.75138,0.91634,0.78262,0.82492,0.69269,0.80233,0.70378,0.71673,8.93e-05,8.93e-05,8.93e-05
195,3409.74,0.95011,0.60397,0.75695,0.9156,0.77569,0.8252,0.68745,0.85341,0.76921,0.72703,7.94e-05,7.94e-05,7.94e-05
196,3430.9,0.9162,0.56086,0.76015,0.91534,0.77324,0.8232,0.69016,0.89364,0.76318,0.74085,6.95e-05,6.95e-05,6.95e-05
197,3450.07,0.98218,0.60555,0.7196,0.96901,0.71429,0.81998,0.67892,0.87804,0.74138,0.73764,5.96e-05,5.96e-05,5.96e-05
198,3471.94,0.95425,0.58218,0.73236,0.97061,0.71429,0.82447,0.68596,0.83849,0.74027,0.73477,4.97e-05,4.97e-05,4.97e-05
199,3485.84,0.86178,0.56226,0.74518,0.97211,0.71429,0.83005,0.70274,0.8194,0.74668,0.72946,3.98e-05,3.98e-05,3.98e-05
200,3503.34,0.92339,0.56869,0.74215,0.97254,0.71429,0.82372,0.70549,0.80879,0.73047,0.72053,2.99e-05,2.99e-05,2.99e-05
